affinity,SiO2_wt_percent,TiO2_wt_percent,Al2O3_wt_percent,Fe2O3_wt_percent,FeO_wt_percent,CaO_wt_percent,MgO_wt_percent,MnO_wt_percent,K2O_wt_percent,Na2O_wt_percent,P2O5(wt%),La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,Sc_ppm,V_ppm,Cr_ppm,Co_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,Pb_ppm,Th_ppm,U_ppm,143Nd/144Nd,87Sr/86Sr,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb
OIB,48.16,2.52,18.17,NA,NA,7.71,3.28,0.21,0.2,5.58,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,85,5,NA,0,36,124,NA,53,1081,36,340,77,NA,NA,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,48.4,2.37,15.57,3,8.96,11.34,5.19,0.18,0.49,2.73,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,70,NA,70,170,100,NA,5,390,35,195,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,48.45,2.17,14.71,4.42,7.4,11.06,6.57,0.17,0.48,2.48,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,180,NA,150,250,90,NA,7,335,40,175,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,48.74,2.42,15.98,4.14,7.16,9.9,6.96,0.06,0.22,2.77,0.08,8.4,NA,3.9,19.3,5.3,2.03,NA,1,4.8,0.75,NA,0.27,1.81,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,49.1,2.62,14.91,6.55,4.81,11.21,6.84,0.17,0.74,2.57,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,125,NA,100,95,150,NA,15,310,30,180,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,49.15,2.99,14.79,1.59,9.96,10.99,6.03,0.18,0.81,2.87,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,5,NA,75,135,105,NA,15,340,42,205,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,49.69,2.721,13.51,1.85,9.59,11.17,7.03,0.17,0.554,2.4,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,280,NA,127,NA,122,NA,10.5,383,24.7,183,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,50.35,2.66,13.83,NA,NA,10.79,6.57,0.17,0.51,2.36,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,158,NA,104,NA,118,NA,9,368,26.5,172,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,50.45,2.64,13.65,NA,NA,11.13,7.6,0.17,0.54,2.31,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,NA,115,126,116,NA,9,399,26,172,15,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,NA,298,NA,74,NA,24,451,22,152,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.75,12.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.89,1303,NA,NA,NA,NA,NA,NA,NA,NA,3.017,NA,1.622,0.513018,0.703177,18.971,15.627,38.796
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.28,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.86,703.5,NA,NA,NA,NA,NA,NA,NA,NA,2.512,NA,1.077,0.512925,0.703164,19.483,15.67,39.321
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,16,NA,98,NA,50,1395,39,304,NA,NA,NA,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,NA,79,NA,85,NA,38,989,34,216,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,40,NA,91,NA,44,1095,32,280,NA,NA,NA,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,110,NA,95,NA,20,780,30,210,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,92,NA,79,NA,35,938,31,197,NA,NA,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.31,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,410.6,NA,NA,NA,NA,NA,NA,NA,NA,1.396,NA,0.523,0.512791,0.703202,19.153,15.622,39.095
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,100.5,NA,47.5,9.13,2.85,7.6,NA,5.35,NA,2.28,NA,1.68,0.223,NA,NA,NA,NA,NA,NA,NA,NA,9.41,900,NA,NA,NA,NA,NA,577,NA,NA,NA,NA,NA,NA,NA,19.573,15.601,39.38
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,230,NA,81,NA,24,600,29,155,NA,NA,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.55,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.22,867.8,NA,NA,NA,NA,NA,NA,NA,NA,2.662,NA,1.04,0.51288,0.703575,19.501,15.653,39.467
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,99,NA,50,1072,39,329,NA,NA,NA,816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,86,NA,34,919,29,209,NA,NA,NA,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,101,NA,101,NA,34,756,31,182,NA,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,70,NA,80,NA,31,745,31,184,NA,NA,NA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,8,NA,102,NA,51,1149,26,306,NA,NA,NA,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,117,13.7,45,8.7,2.4,NA,1.37,8,1.43,NA,0.68,4.6,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7043,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,40,370,170,46,130,210,NA,16,NA,700,63,230,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,40,400,100,48,100,200,NA,18,NA,690,70,290,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,4.6,20.7,4.4,1.48,NA,0.66,4,0.68,NA,0.27,1.63,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,20,300,200,40,100,300,NA,10,NA,500,60,200,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,299,NA,NA,NA,NA,NA,NA,NA,NA,2.12,3.58,1.2,0.512811,0.70471,19.234,15.599,39.386
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.47,58.3,NA,29.1,6.13,1.976,5.76,NA,4.43,NA,2.05,NA,1.575,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71,NA,0.797,NA,NA,NA,NA,NA
OIB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,83.7,11.2,43.7,7.89,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,2.2,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAB,46.5,0.847,20,5.77,5.51,12.17,5.11,0.203,0.93,2.28,0.268,7.5,21,NA,13.2,3.6,1.2,NA,0.57,NA,NA,NA,NA,1.66,0.26,32,390,9,33,9,183,100,21,11.5,765,19,33,2.3,1.3,0,249,1.02,NA,2.4,0.78,NA,NA,0.70304,NA,NA,NA
IAB,46.7,0.97,15.09,3.75,6.54,10.83,11.9,0.174,1.23,2.22,0.243,9.6,19.5,NA,12.6,3.8,1.06,NA,0.59,NA,NA,NA,NA,1.29,0.22,44,306,667,48,210,118,94,14,22.4,469,18,59,7.7,1.9,0,236,1.07,NA,3,0,NA,NA,0.7031,NA,NA,NA
IAB,46.82,2.22,15.59,6.08,5.13,10.55,8.88,0.17,0.92,3.09,0.52,31,76.1,NA,37.7,8.7,2.5,NA,1.01,NA,NA,NA,NA,2.55,0.4,30,228,334,NA,237,54,86,18,26,728,30,181,53,NA,NA,454,4.5,3.89,0,5,NA,0.512887,0.70366,NA,NA,NA
IAB,48.39,0.52,17.34,1.2,7.98,14.15,8.01,0.18,0.16,1.23,0.04,7.6,6.19,NA,4.27,1.25,0.47,NA,0.43,NA,NA,NA,NA,1.61,0.18,44,297,151,NA,54,121,66,15,2,193,11,18,1,NA,NA,47,0.62,0.14,2,0.84,0.46,0.51302,0.703444,NA,NA,NA
IAB,48.6,0.99,16.3,3.6,5.75,12.21,6.3,0.18,1.68,2.73,0.37,42,87,NA,34,8.2,2.1,NA,0.93,NA,NA,NA,NA,2.4,0.48,35.9,287,54,37,46,106,75,NA,66,749,27,142,19,NA,NA,818,3.2,1.14,20,13,NA,0.51257,0.7061,NA,NA,NA
IAB,48.66,0.46,18.58,NA,NA,12.89,8.24,0.18,0.1,1.3,0.35,0.77,2.27,0.38,2.3,0.85,0.4,1.26,0.22,1.59,0.32,0.94,0.15,1.05,0.16,41.6,212,154,40,41,79,58,14,3,134,10,26,0.18,NA,0.14,37,0.5,0.01,0.61,0.37,0.13,0.513079,0.703829,18.658,15.644,38.638
IAB,48.8,0.18,11.94,4.41,4.79,11.44,10.39,0.18,1.52,2.81,0.4,14,29,3.1,15,3.2,1.1,1.9,0.36,2,0.33,0.8,0.11,1,NA,34,240,220,41,110,91,NA,NA,22,773,14,54,NA,1,0.9,620,0.8,NA,7.5,1.23,0.41,NA,0.7042,NA,NA,NA
IAB,49,0.56,19.43,3.82,6.16,12.41,5.89,0.18,0.1,1.5,0.04,1.1,3.09,0.52,3.18,1.16,0.51,1.75,0.3,2.12,0.44,1.41,0.16,1.4,0.19,40.3,234,31,45,9,81,65,15.8,1.75,153,12,32,0.23,NA,0.05,68,0.63,0.02,0.79,0.15,0.08,NA,0.70384,18.6,15.566,38.482
IAB,49.04,0.55,17.41,2.17,6.65,13.77,8.31,0.17,0.14,1.32,0.01,1.05,3.48,0.536,3.09,1.12,0.417,1.401,0.24,1.58,0.33,1,0.137,0.971,0.147,46.1,280,159,50.4,56.2,107,59.4,15.7,2.83,203,9.62,16.6,0.22,NA,0.13,49.1,0.53,0.017,0.907,0.139,0.061,0.513053,0.703504,18.671,15.587,38.406
IAB,49.05,0.63,19.21,2.98,6.25,13.12,5.71,0.17,0.41,1.69,0.09,3.18,7.56,1.16,6.39,1.73,0.65,2.03,0.34,2.16,0.43,1.29,0.2,1.3,0.2,38,284,65,35,26,147,58,15,6,266,13,2,10,NA,0.28,107,0.84,0.019,1,0.467,0.169,0.513018,0.70346,18.666,15.557,38.286
IAB,49.19,0.65,16.94,NA,NA,11.84,7.26,0.21,0.48,1.96,0.1,3.5,7.98,1.27,6.3,2,0.73,2.36,0.44,2.66,0.59,1.68,NA,1.6,0.24,NA,280,60,51,35,123,76,16,10,311,15,42,0.62,NA,0.36,171,1.02,0.042,1.9,0.34,0.17,0.513014,0.70347,18.722,15.571,38.357
IAB,49.2,0.99,16.58,NA,NA,9.84,9.34,0.15,0.52,2.56,0.16,7.57,16.74,NA,2.8,11.1,1.07,NA,0.62,NA,NA,NA,NA,2.57,0.29,NA,227,351,NA,132,NA,61,NA,9.5,318.1,19,86,3.6,NA,NA,113,1.94,0.14,2.5,1.29,0.24,0.51294,0.703317,18.411,15.599,38.53
IAB,49.32,1.78,15.73,4.97,6.73,11.18,6.08,0.21,0.24,3.49,0.15,5.56,9.71,2.58,8.41,2.98,1.41,4.31,0.981,6.24,1.39,4.12,0.537,4.08,0.584,46,300,207,41.4,44.6,73,83,18,3.43,172,41.1,128,4.68,NA,0.037,45.6,2.73,0.27,1.16,0.444,0.106,0.512809,0.704181,18.413,15.602,38.493
IAB,49.44,1.029,16.06,NA,NA,11.21,5.79,0.223,0.218,2.08,0.063,1.49,4.78,0.81,4.78,1.75,0.755,2.4,0.44,2.86,0.65,1.86,NA,1.83,0.28,48.9,451,40,43,14.3,111,90,17.6,2.61,242,18.1,33.4,0.28,NA,0.21,104,0.94,0.04,2.2,0.12,0.089,0.513083,0.703425,18.31,15.501,38.067
IAB,49.5,0.96,18.5,3.13,5.22,11.2,5.5,0.17,2.14,2.68,0.41,49.4,100,NA,49,8.5,2.3,NA,0.83,NA,NA,NA,NA,2.9,0.36,32.2,274,85,34.1,39,96,70,NA,81,789,27,163,23,NA,NA,1088,3.5,1.4,47,16.2,NA,NA,0.706224,NA,NA,NA
IAB,49.52,0.72,17.69,NA,NA,12.97,6.43,0.19,0.18,1.31,0.06,2.3,4.3,NA,4.2,1.41,0.58,2.08,0.39,2.36,NA,1.43,NA,1.58,0.23,45,309,143,35,44,92,81,13,2.6,158,14,33,0.25,NA,0.26,87,0.94,0.02,2,0.197,0.075,0.51305,0.7034,18.639,15.563,38.343
IAB,49.55,0.566,19.67,NA,NA,12.69,5.2,0.175,0.156,1.28,0.033,0.75,2.57,0.43,2.58,1.03,0.438,1.48,0.27,1.8,0.42,1.2,NA,1.21,0.18,40.8,364,30,42,16.8,161,76,16.7,1.89,180,11.3,19.1,0.19,NA,0.28,86,0.58,0.027,2.32,0.099,0.052,0.513106,0.703665,18.428,15.553,38.32
IAB,49.57,1.45,17.67,NA,NA,9.55,5.68,0.2,0.42,3.07,0.23,8.81,20.26,NA,4.1,14.6,1.41,NA,0.9,NA,NA,NA,NA,3.93,0.52,NA,299,26,NA,11,NA,88,NA,5.9,333.7,26,120,4.3,NA,NA,119,2.7,0.27,4.3,0.71,0.27,0.512904,0.703319,18.296,15.517,38.243
IAB,49.63,1.22,17.68,NA,NA,9.85,7.38,0.18,0.51,3.06,0.27,11.58,23.9,NA,NA,4.74,1.6,NA,1.03,NA,NA,NA,NA,3.83,0.43,NA,227,251,NA,98,NA,67,NA,12,350,26,126,1.7,NA,NA,143,3.08,0.14,2.8,0.97,0.29,NA,0.703215,18.274,15.488,38.175
IAB,49.679,0.666,19.53,NA,NA,12.231,4.784,0.177,0.171,1.748,0.042,0.98,3.11,0.55,3.243,1.25,0.528,1.74,0.34,2.21,0.51,1.43,NA,1.47,0.23,39.2,395,18,41,16.3,160,72,17.5,2.03,183,14.1,22.5,0.23,NA,0.18,37,0.7,0.063,1.41,0.088,0.067,0.51312,0.703493,18.454,15.548,38.296
IAB,49.74,0.51,19.64,NA,NA,12.37,6.77,0.16,0.09,1.28,0.02,1.09,2.98,0.59,3.02,1.11,0.47,1.64,0.3,1.98,0.47,1.36,0.22,1.31,0.23,35.9,204,58,41,21,123,61,14.8,1.55,110,12,34,0.25,NA,0.1,43,0.9,0.03,0.77,0.15,0.04,0.513059,0.70385,NA,NA,NA
IAB,49.76,0.87,14.82,3.89,8.18,11.94,6.94,0.23,0.48,1.78,0.11,3.49,8.83,1.42,7.12,2.05,0.75,2.37,0.4,2.47,0.53,1.45,0.22,1.45,0.23,43.25,343.22,51.59,46.97,34.72,188.13,81.47,16,8.22,209.5,14.99,33.8,0.81,0.45,0.37,109.7,1.17,0.12,2.22,0.42,0.16,0.513007,0.703563,18.668,15.581,38.395
IAB,49.77,1.18,18.16,NA,NA,10.15,6.97,0.17,0.32,3,0.19,8.78,20.09,NA,3.7,13.7,1.41,NA,0.9,NA,NA,NA,NA,3.14,0.38,NA,199,45,NA,14,NA,63,NA,7.2,366.3,24,122,3,NA,NA,96,2.85,0.17,2.4,0.82,0.48,0.512946,0.703197,18.235,15.518,38.185
IAB,49.83,0.7,17.59,NA,NA,12.07,6.2,0.19,0.56,2.24,0.1,3.8,9.11,1.44,7.04,2.18,0.78,2.71,0.482,2.89,0.63,1.74,0.274,1.74,0.277,NA,291,103,NA,47,NA,76,NA,8.7,348,17.1,41.8,0.69,NA,NA,175,1.19,0.049,2.01,0.389,0.196,0.513011,0.7035,18.839,15.569,38.427
IAB,50.13,1.47,15.34,NA,NA,11.81,7.05,0.19,0.18,2.84,0.12,4.6,13.1,NA,11.5,3.64,1.42,NA,0.95,NA,NA,NA,NA,3.41,0.53,51,290,303,42,59,76,86,18,2.4,167,35,99,3.3,NA,NA,40,2.53,0.25,0,0.297,0.112,0.512803,0.70426,18.147,15.574,38.114
IAB,50.2,1.019,14.37,11.1,NA,11.55,8.55,0.181,0.366,2.66,0.076,2.498,6.61,1.047,5.265,1.814,0.673,2.386,0.436,3.004,0.632,1.787,0.272,1.811,0.271,48.4,327,381,NA,113,NA,NA,14.4,1.768,252.149,16.353,45.166,3.335,NA,NA,16.569,1.349,0.315,0.147,0.165,0.057,0.513094,0.704919,19.263,15.561,38.93
IAB,50.34,0.66,18.81,NA,NA,11.7,6.27,0.19,0.12,1.68,0.03,1.1,2.84,0.55,2.97,1.06,0.53,1.52,0.29,2.05,0.5,1.31,0.23,1.41,0.2,41.2,285,58,36,24,140,69,16.3,3,113,14,31,0.21,NA,0.17,73,0.63,0.01,1.17,0.1,0.06,0.512973,0.704005,NA,NA,NA
IAB,50.34,0.83,16.83,2.28,7.43,11.31,7.45,0.17,0.35,2,0.09,2.57,7.34,1.18,6.48,2.1,0.82,2.81,0.52,3.42,0.75,2.14,0.34,2.28,0.38,35.8,273,176,39,72,168,76,14.5,6,128,19,55,0.74,NA,0.6,128,1.5,0.03,1.89,0.39,0.19,0.512999,0.704181,18.56,15.564,38.426
IAB,50.44,1.19,19.01,5.03,5.66,10.92,4.36,0.17,0.7,2.34,0.18,4,21.4,NA,16.2,4.8,1.45,NA,0.83,NA,NA,NA,NA,2.83,0.49,34,391,20,NA,20,62,84,18,11,387,27,72,0,NA,NA,79,2.11,0.23,0,0.71,NA,0.513066,0.70307,NA,NA,NA
IAB,50.6,1.05,17.65,NA,NA,10.56,3.96,0.22,0.38,2.43,0.11,3.9,8.89,1.43,7.6,2.62,1.01,3.47,NA,4.01,NA,2.6,NA,2.59,0.41,NA,377,18,57,6,221,100,NA,10,270,23,62,0.75,NA,0.24,151,1.34,0.237,3.73,0.41,0.17,0.513043,0.70352,18.589,15.525,38.195
IAB,50.77,1.59,16.21,2.18,9.06,9.24,5.64,0.18,0.93,2.8,0.39,10.13,25.21,3.84,18.84,5.04,1.43,5.08,0.85,5.11,1.09,2.84,0.45,2.86,0.43,29.6,399.3,110.4,NA,53.5,207.5,94.9,16.7,18,345.2,31.6,115.9,3.3,NA,NA,263.2,3.23,1.29,6.89,1.39,0.56,0.513053,0.703422,NA,NA,NA
IAB,50.78,0.77,14.01,1.35,9.01,9.64,11.98,0.25,0.17,1.32,0.12,3.8,7.84,NA,5.28,2.09,0.78,NA,0.49,NA,NA,NA,NA,2.5,0.37,37,275,25,NA,28,130,88,16,4,173,24,32,1,NA,NA,105,0.93,0.38,2,0.53,0.24,0.513029,0.703452,NA,NA,NA
IAB,50.94,0.79,16.84,NA,NA,10.46,4.98,0.23,0.74,2.85,0.15,6.84,14.71,2.24,10.48,2.9,1.03,3.33,0.603,3.47,0.741,2.09,0.321,2.01,0.316,NA,341,6,NA,12,NA,90,NA,13,344,20.1,51.9,1.01,NA,0.16,158,1.52,0.065,1.83,0.813,0.311,0.512992,0.70337,18.757,15.553,38.372
IAB,50.99,0.82,19.6,NA,NA,11.05,4.23,0.18,0.43,2.56,0.09,2.85,7.63,1.3,6.57,2.14,0.81,2.86,0.547,3.29,0.727,2.11,0.326,2.07,0.331,NA,227,12,NA,15,NA,81,NA,6.5,299,20.1,50.4,0.73,NA,NA,139,1.42,0.061,2.03,0.274,0.152,0.513043,0.70345,NA,NA,NA
IAB,51.04,0.87,17.12,3.9,6.97,11.76,5.91,0.19,0.37,1.96,0.07,2.73,7.85,1.25,6.69,2.02,0.79,2.77,0.54,3.41,0.76,2.35,0.35,2.18,0.33,50,290,65,47,27,175,NA,18,12,135,NA,100,0.66,NA,0.13,75,1.44,0.07,2.01,0.41,0.12,0.513038,0.70372,NA,NA,NA
IAB,51.19,0.8,17.16,2.95,5.96,10.7,6.98,0.17,0.94,2.27,0.3,23.1,45.8,5.3,20.6,4.08,1.45,3.5,0.57,3,0.61,1.7,NA,2.05,0.31,41,NA,132,NA,47,NA,NA,NA,13,651,20,74,10,2.1,0.48,370,1.96,0.57,2.4,4.3,1.2,0.512887,0.7036,NA,NA,NA
IAB,51.2,0.96,16.13,10.68,1.55,5.24,6.22,0.094,0.41,2.55,0.077,1.9,8.6,NA,7.1,2.6,1.03,NA,0.74,NA,NA,NA,NA,2.73,0.49,38,357,7,26,5,55,107,16,2.6,129,29,32,0.9,1.4,0,24,0.87,NA,1.2,0,NA,NA,0.70397,NA,NA,NA
IAB,51.4,0.75,17.5,2.7,7.74,11.5,5.53,0.19,0.55,1.99,0.14,3.34,7.79,1.2,6.61,1.76,0.67,2.25,0.37,2.41,0.5,1.45,0.23,1.48,0.22,40,550,35,35,16,110,92,36,9,270,17,43,0.37,NA,0.27,134,0.94,0.029,1.5,0.371,0.18,0.513083,0.70336,18.764,15.52,38.286
IAB,51.5,0.68,18.39,NA,NA,10.25,4.83,0.18,1.15,2.47,0.19,9.55,18.54,NA,3,12.4,0.95,NA,0.47,NA,NA,NA,NA,2.2,0.41,NA,270,9.5,NA,13,NA,72,NA,21.7,380.9,19,71,2.5,NA,NA,225,1.92,0.07,4.4,1.96,3.13,0.512978,0.703253,18.384,15.549,38.302
IAB,51.57,0.62,16.18,3.54,5.76,10.96,6.9,0.16,1.07,2.15,0.15,12.87,25.66,3.09,13.23,2.87,0.89,2.94,0.45,2.64,0.61,1.42,0.22,1.61,0.25,NA,304,104,30.8,39.6,130,71,NA,23.9,553,15.2,43.6,3.19,NA,0.91,280,1.21,0.167,4.67,2.38,0.77,0.512787,0.704195,19.663,15.687,39.458
IAB,51.61,0.86,19.75,NA,NA,10.5,3.36,0.19,0.91,2.69,0.17,7.4,15.86,2.4,11.11,3.08,1.08,3.65,0.657,3.81,0.816,2.3,0.358,2.29,0.356,NA,279,5,NA,13,NA,82,NA,16.9,401,23,66.3,1.24,NA,0.467,217,1.78,0.092,2.82,0.737,0.358,0.512945,0.70348,18.847,15.597,38.505
IAB,51.62,0.442,16.65,NA,NA,9.93,3.63,0.2,0.4,2.27,0.156,2.63,8.86,1.55,9.43,3.49,1.191,4.68,0.87,5.77,1.31,3.65,NA,3.61,0.56,36.6,377,39,37,14.1,NA,110,18.3,5.41,161,33.9,66,0.56,NA,0.62,133,2.11,0.07,2.96,0.214,0.137,0.513109,0.703558,18.407,15.539,38.262
IAB,51.64,1.01,18.18,1.57,10.46,9.27,4.97,0.24,0.3,1.33,0.06,3.3,9.69,NA,7.82,2.42,0.94,NA,0.65,NA,NA,NA,NA,2.01,0.34,39,388,17,NA,19,47,109,17,8,220,21,37,1,NA,NA,115,1.25,0.49,3,0.4,0.2,0.512986,0.703936,NA,NA,NA
IAB,51.87,0.94,15.99,NA,NA,10.67,5.51,0.19,0.3,2.38,0.09,2.21,7.13,0.92,6.13,2.07,0.78,2.86,0.43,3.39,0.65,2.24,0.29,2.28,0.3,39.4,353,65,39,18,181,78,14.2,9.46,123,21,54,0.56,NA,0.44,113,1.26,0.05,1.93,0.37,0.12,0.51301,0.70414,18.626,15.61,38.552
IAB,51.88,1.09,16.58,NA,NA,8.57,7.75,0.16,0.81,2.88,0.21,10.34,23.8,NA,3.7,14.5,1.08,NA,0.72,NA,NA,NA,NA,3.29,0.4,NA,194,376,NA,129,NA,65,NA,23.5,292.2,23,121,4.4,NA,NA,151,2.85,0.25,3.6,1.86,0.88,0.512938,0.703398,18.333,15.542,38.352
